num_elems = 134217728; Array is used; 
   Precision;   [GOPs/s];  BW [GB/s];  time [ms]; computations; data [Bytes]; Outer Its; Inner Its; Comp Its
 Ac<3, d, f>; 7367.53739; 1403.34046;    0.38257;   2818572288;    536870912;         4;         4;       10
 Ac<3, d, f>; 8039.08260; 1398.10132;    0.38400;   3087007744;    536870912;         4;         4;       11
 Ac<3, d, f>; 8696.39054; 1391.42249;    0.38584;   3355443200;    536870912;         4;         4;       12
 Ac<3, d, f>; 8803.34317; 1304.19899;    0.41165;   3623878656;    536870912;         4;         4;       13
 Ac<3, d, f>; 8839.73983; 1219.27446;    0.44032;   3892314112;    536870912;         4;         4;       14
 Ac<3, d, f>; 8926.25654; 1151.77504;    0.46612;   4160749568;    536870912;         4;         4;       15
 Ac<3, d, f>; 8958.93935; 1085.93204;    0.49439;   4429185024;    536870912;         4;         4;       16
 Ac<3, d, f>; 9058.57282;  739.47533;    0.72602;   6576668672;    536870912;         4;         4;       24
 Ac<3, d, f>; 9212.45676;  566.92042;    0.94700;   8724152320;    536870912;         4;         4;       32
 Ac<3, d, f>; 9311.37735;  459.82110;    1.16756;  10871635968;    536870912;         4;         4;       40
 Ac<3, d, f>; 9377.47776;  386.70011;    1.38834;  13019119616;    536870912;         4;         4;       48
 Ac<3, d, f>; 9419.44554;  333.43170;    1.61014;  15166603264;    536870912;         4;         4;       56
 Ac<3, d, f>; 9450.19448;  293.02929;    1.83214;  17314086912;    536870912;         4;         4;       64
 Ac<3, d, f>; 9541.01383;  148.49827;    3.61533;  34493956096;    536870912;         4;         4;      128
 Ac<3, d, f>; 9592.94349;   99.66695;    5.38665;  51673825280;    536870912;         4;         4;      192
 Ac<3, d, f>; 9589.53982;   74.77224;    7.18008;  68853694464;    536870912;         4;         4;      256
 Ac<3, d, f>; 9630.04802;   37.58068;   14.28582; 137573171200;    536870912;         4;         4;      512
 Ac<3, d, f>;  359.69264; 1438.77057;    0.37315;    134217728;    536870912;         4;         8;        0
 Ac<3, d, f>; 1079.07791; 1438.77054;    0.37315;    402653184;    536870912;         4;         8;        1
 Ac<3, d, f>; 1800.43953; 1440.35162;    0.37274;    671088640;    536870912;         4;         8;        2
 Ac<3, d, f>; 2515.08767; 1437.19295;    0.37356;    939524096;    536870912;         4;         8;        3
 Ac<3, d, f>; 3235.45804; 1437.98135;    0.37335;   1207959552;    536870912;         4;         8;        4
 Ac<3, d, f>; 3947.95176; 1435.61882;    0.37396;   1476395008;    536870912;         4;         8;        5
 Ac<3, d, f>; 4673.43931; 1437.98133;    0.37335;   1744830464;    536870912;         4;         8;        6
 Ac<3, d, f>; 5383.57050; 1435.61880;    0.37396;   2013265920;    536870912;         4;         8;        7
 Ac<3, d, f>; 6094.70447; 1434.04811;    0.37437;   2281701376;    536870912;         4;         8;        8
 Ac<3, d, f>; 6800.56799; 1431.69852;    0.37499;   2550136832;    536870912;         4;         8;        9
 Ac<3, d, f>; 7491.86722; 1427.02233;    0.37622;   2818572288;    536870912;         4;         8;       10
 Ac<3, d, f>; 8160.95287; 1419.29615;    0.37827;   3087007744;    536870912;         4;         8;       11
 Ac<3, d, f>; 8789.69961; 1406.35194;    0.38175;   3355443200;    536870912;         4;         8;       12
 Ac<3, d, f>; 8918.70980; 1321.29034;    0.40632;   3623878656;    536870912;         4;         8;       13
 Ac<3, d, f>; 8969.06095; 1237.11186;    0.43397;   3892314112;    536870912;         4;         8;       14
 Ac<3, d, f>; 9021.38553; 1164.04975;    0.46121;   4160749568;    536870912;         4;         8;       15
 Ac<3, d, f>; 9052.69150; 1097.29594;    0.48927;   4429185024;    536870912;         4;         8;       16
 Ac<3, d, f>; 9254.36328;  755.45823;    0.71066;   6576668672;    536870912;         4;         8;       24
 Ac<3, d, f>; 9376.71151;  577.02840;    0.93041;   8724152320;    536870912;         4;         8;       32
 Ac<3, d, f>; 9432.15389;  465.78538;    1.15261;  10871635968;    536870912;         4;         8;       40
 Ac<3, d, f>; 9455.58832;  389.92117;    1.37687;  13019119616;    536870912;         4;         8;       48
 Ac<3, d, f>; 9480.94725;  335.60875;    1.59969;  15166603264;    536870912;         4;         8;       56
 Ac<3, d, f>; 9540.84646;  295.84020;    1.81473;  17314086912;    536870912;         4;         8;       64
 Ac<3, d, f>; 9597.00982;  149.36980;    3.59424;  34493956096;    536870912;         4;         8;      128
 Ac<3, d, f>; 9609.38402;   99.83776;    5.37743;  51673825280;    536870912;         4;         8;      192
 Ac<3, d, f>; 9588.71950;   74.76584;    7.18070;  68853694464;    536870912;         4;         8;      256
 Ac<3, d, f>; 9625.63224;   37.56344;   14.29238; 137573171200;    536870912;         4;         8;      512
       float;  367.14845; 1468.59379;    0.36557;    134217728;    536870912;         1;         4;        0
       float; 1102.06277; 1469.41702;    0.36536;    402653184;    536870912;         1;         4;        1
       float; 1837.80144; 1470.24115;    0.36516;    671088640;    536870912;         1;         4;        2
       float; 2567.16286; 1466.95021;    0.36598;    939524096;    536870912;         1;         4;        3
       float; 3289.59291; 1462.04129;    0.36721;   1207959552;    536870912;         1;         4;        4
       float; 4004.97772; 1456.35553;    0.36864;   1476395008;    536870912;         1;         4;        5
       float; 4709.60757; 1449.11002;    0.37048;   1744830464;    536870912;         1;         4;        6
       float; 5419.18416; 1445.11578;    0.37151;   2013265920;    536870912;         1;         4;        7
       float; 6101.37999; 1435.61882;    0.37396;   2281701376;    536870912;         1;         4;        8
       float; 6796.85597; 1430.91705;    0.37519;   2550136832;    536870912;         1;         4;        9
       float; 7487.79097; 1426.24590;    0.37642;   2818572288;    536870912;         1;         4;       10
       float; 8196.45458; 1425.47036;    0.37663;   3087007744;    536870912;         1;         4;       11
       float; 8889.85347; 1422.37656;    0.37745;   3355443200;    536870912;         1;         4;       12
       float; 9595.83522; 1421.60522;    0.37765;   3623878656;    536870912;         1;         4;       13
       float;10317.82846; 1423.14875;    0.37724;   3892314112;    536870912;         1;         4;       14
       float;10981.70810; 1416.99459;    0.37888;   4160749568;    536870912;         1;         4;       15
       float;11382.56840; 1379.70526;    0.38912;   4429185024;    536870912;         1;         4;       16
       float;14035.24482; 1145.73427;    0.46858;   6576668672;    536870912;         1;         4;       24
       float;15361.84613;  945.34438;    0.56791;   8724152320;    536870912;         1;         4;       32
       float;16144.81748;  797.27494;    0.67338;  10871635968;    536870912;         1;         4;       40
       float;16680.64062;  687.86147;    0.78049;  13019119616;    536870912;         1;         4;       48
       float;17067.45365;  604.15765;    0.88863;  15166603264;    536870912;         1;         4;       56
       float;17341.83432;  537.73130;    0.99840;  17314086912;    536870912;         1;         4;       64
       float;18327.25981;  285.24918;    1.88211;  34493956096;    536870912;         1;         4;      128
       float;19105.98149;  198.50370;    2.70459;  51673825280;    536870912;         1;         4;      192
       float;19089.23891;  148.84397;    3.60694;  68853694464;    536870912;         1;         4;      256
       float;19242.71695;   75.09353;    7.14936; 137573171200;    536870912;         1;         4;      512
       float;  366.73755; 1466.95018;    0.36598;    134217728;    536870912;         1;         8;        0
       float; 1098.36873; 1464.49164;    0.36659;    402653184;    536870912;         1;         8;        1
       float; 1829.59239; 1463.67391;    0.36680;    671088640;    536870912;         1;         8;        2
       float; 2560.00001; 1462.85715;    0.36700;    939524096;    536870912;         1;         8;        3
       float; 3285.92760; 1460.41227;    0.36762;   1207959552;    536870912;         1;         8;        4
       float; 4002.75401; 1455.54691;    0.36884;   1476395008;    536870912;         1;         8;        5
       float; 4720.04423; 1452.32130;    0.36966;   1744830464;    536870912;         1;         8;        6
       float; 5449.22377; 1453.12634;    0.36946;   2013265920;    536870912;         1;         8;        7
       float; 6158.71759; 1449.11002;    0.37048;   2281701376;    536870912;         1;         8;        8
       float; 6860.51792; 1444.31956;    0.37171;   2550136832;    536870912;         1;         8;        9
       float; 7574.33127; 1442.72977;    0.37212;   2818572288;    536870912;         1;         8;       10
       float; 8263.85949; 1437.19295;    0.37356;   3087007744;    536870912;         1;         8;       11
       float; 8967.70662; 1434.83306;    0.37417;   3355443200;    536870912;         1;         8;       12
       float; 9637.64716; 1427.79958;    0.37601;   3623878656;    536870912;         1;         8;       13
       float;10334.66012; 1425.47036;    0.37663;   3892314112;    536870912;         1;         8;       14
       float;11005.50397; 1420.06503;    0.37806;   4160749568;    536870912;         1;         8;       15
       float;11671.27904; 1414.70049;    0.37949;   4429185024;    536870912;         1;         8;       16
       float;15133.19506; 1235.36286;    0.43459;   6576668672;    536870912;         1;         8;       24
       float;16810.73344; 1034.50667;    0.51896;   8724152320;    536870912;         1;         8;       32
       float;17467.64116;  862.59956;    0.62239;  10871635968;    536870912;         1;         8;       40
       float;17846.69259;  735.94609;    0.72950;  13019119616;    536870912;         1;         8;       48
       float;18079.99979;  639.99999;    0.83886;  15166603264;    536870912;         1;         8;       56
       float;18243.72868;  565.69701;    0.94904;  17314086912;    536870912;         1;         8;       64
       float;18797.71403;  292.57142;    1.83501;  34493956096;    536870912;         1;         8;      128
       float;18922.57352;  196.59817;    2.73080;  51673825280;    536870912;         1;         8;      192
       float;19109.85496;  149.00472;    3.60305;  68853694464;    536870912;         1;         8;      256
       float;19243.26832;   75.09568;    7.14916; 137573171200;    536870912;         1;         8;      512
       float;  363.08033; 1452.32130;    0.36966;    134217728;    536870912;         4;         4;        0
       float; 1086.23203; 1448.30938;    0.37069;    402653184;    536870912;         4;         4;        1
       float; 1813.39237; 1450.71390;    0.37007;    671088640;    536870912;         4;         4;        2
       float; 2535.94250; 1449.11000;    0.37048;    939524096;    536870912;         4;         4;        3
       float; 3258.69616; 1448.30940;    0.37069;   1207959552;    536870912;         4;         4;        4
       float; 3971.87880; 1444.31956;    0.37171;   1476395008;    536870912;         4;         4;        5
       float; 4694.03858; 1444.31956;    0.37171;   1744830464;    536870912;         4;         4;        6
       float; 5407.26067; 1441.93618;    0.37233;   2013265920;    536870912;         4;         4;        7
       float; 6098.04041; 1434.83304;    0.37417;   2281701376;    536870912;         4;         4;        8
       float; 6800.56799; 1431.69852;    0.37499;   2550136832;    536870912;         4;         4;        9
       float; 7524.63623; 1433.26404;    0.37458;   2818572288;    536870912;         4;         4;       10
       float; 8214.32151; 1428.57765;    0.37581;   3087007744;    536870912;         4;         4;       11
       float; 8904.34777; 1424.69564;    0.37683;   3355443200;    536870912;         4;         4;       12
       float; 9595.83522; 1421.60522;    0.37765;   3623878656;    536870912;         4;         4;       13
       float;10273.21081; 1416.99459;    0.37888;   3892314112;    536870912;         4;         4;       14
       float;10958.01509; 1413.93743;    0.37970;   4160749568;    536870912;         4;         4;       15
       float;11596.18232; 1405.59786;    0.38195;   4429185024;    536870912;         4;         4;       16
       float;15528.35567; 1267.62087;    0.42353;   6576668672;    536870912;         4;         4;       24
       float;17183.70339; 1057.45867;    0.50770;   8724152320;    536870912;         4;         4;       32
       float;17595.01503;  868.88963;    0.61788;  10871635968;    536870912;         4;         4;       40
       float;17957.60479;  740.51979;    0.72499;  13019119616;    536870912;         4;         4;       48
       float;18173.17351;  643.29818;    0.83456;  15166603264;    536870912;         4;         4;       56
       float;18299.01313;  567.41126;    0.94618;  17314086912;    536870912;         4;         4;       64
       float;18685.10327;  290.81873;    1.84607;  34493956096;    536870912;         4;         4;      128
       float;18922.57352;  196.59817;    2.73080;  51673825280;    536870912;         4;         4;      192
       float;18969.68243;  147.91175;    3.62967;  68853694464;    536870912;         4;         4;      256
       float;19160.93350;   74.77437;    7.17988; 137573171200;    536870912;         4;         4;      512
       float;  360.48404; 1441.93618;    0.37233;    134217728;    536870912;         4;         8;        0
       float; 1078.48598; 1437.98130;    0.37335;    402653184;    536870912;         4;         8;        1
       float; 1797.47666; 1437.98133;    0.37335;    671088640;    536870912;         4;         8;        2
       float; 2519.23113; 1439.56065;    0.37294;    939524096;    536870912;         4;         8;        3
       float; 3231.91230; 1436.40547;    0.37376;   1207959552;    536870912;         4;         8;        4
       float; 3950.11504; 1436.40547;    0.37376;   1476395008;    536870912;         4;         8;        5
       float; 4665.76117; 1435.61882;    0.37396;   1744830464;    536870912;         4;         8;        6
       float; 5383.57058; 1435.61882;    0.37396;   2013265920;    536870912;         4;         8;        7
       float; 6098.04041; 1434.83304;    0.37417;   2281701376;    536870912;         4;         8;        8
       float; 6800.56788; 1431.69850;    0.37499;   2550136832;    536870912;         4;         8;        9
       float; 7536.99870; 1435.61880;    0.37396;   2818572288;    536870912;         4;         8;       10
       float; 8214.32151; 1428.57765;    0.37581;   3087007744;    536870912;         4;         8;       11
       float; 8938.35235; 1430.13638;    0.37540;   3355443200;    536870912;         4;         8;       12
       float; 9653.42053; 1430.13638;    0.37540;   3623878656;    536870912;         4;         8;       13
       float;10345.91171; 1427.02231;    0.37622;   3892314112;    536870912;         4;         8;       14
       float;11053.40590; 1426.24592;    0.37642;   4160749568;    536870912;         4;         8;       15
       float;11747.35458; 1423.92177;    0.37704;   4429185024;    536870912;         4;         8;       16
       float;15889.48051; 1297.10045;    0.41390;   6576668672;    536870912;         4;         8;       24
       float;17401.30709; 1070.84967;    0.50135;   8724152320;    536870912;         4;         8;       32
       float;17867.43904;  882.34267;    0.60846;  10871635968;    536870912;         4;         8;       40
       float;18090.47249;  745.99887;    0.71967;  13019119616;    536870912;         4;         8;       48
       float;18258.30359;  646.31163;    0.83067;  15166603264;    536870912;         4;         8;       56
       float;18378.57351;  569.87825;    0.94208;  17314086912;    536870912;         4;         8;       64
       float;18848.20066;  293.35721;    1.83009;  34493956096;    536870912;         4;         8;      128
       float;19010.97078;  197.51658;    2.71811;  51673825280;    536870912;         4;         8;      192
       float;18524.41932;  144.43992;    3.71692;  68853694464;    536870912;         4;         8;      256
       float;18911.71151;   73.80180;    7.27450; 137573171200;    536870912;         4;         8;      512
 Ac<3, f, f>;  368.17977; 1472.71908;    0.36454;    134217728;    536870912;         1;         4;        0
 Ac<3, f, f>; 1103.29964; 1471.06619;    0.36495;    402653184;    536870912;         1;         4;        1
 Ac<3, f, f>; 1835.74227; 1468.59381;    0.36557;    671088640;    536870912;         1;         4;        2
 Ac<3, f, f>; 2568.60017; 1467.77153;    0.36577;    939524096;    536870912;         1;         4;        3
 Ac<3, f, f>; 3308.04254; 1470.24113;    0.36516;   1207959552;    536870912;         1;         4;        4
 Ac<3, f, f>; 4045.43208; 1471.06621;    0.36495;   1476395008;    536870912;         1;         4;        5
 Ac<3, f, f>; 4772.92997; 1468.59384;    0.36557;   1744830464;    536870912;         1;         4;        6
 Ac<3, f, f>; 5501.06319; 1466.95018;    0.36598;   2013265920;    536870912;         1;         4;        7
 Ac<3, f, f>; 6241.52371; 1468.59381;    0.36557;   2281701376;    536870912;         1;         4;        8
 Ac<3, f, f>; 6968.01326; 1466.95016;    0.36598;   2550136832;    536870912;         1;         4;        9
 Ac<3, f, f>; 7688.58097; 1464.49161;    0.36659;   2818572288;    536870912;         1;         4;       10
 Ac<3, f, f>; 8425.53381; 1465.31023;    0.36639;   3087007744;    536870912;         1;         4;       11
 Ac<3, f, f>; 9153.07273; 1464.49164;    0.36659;   3355443200;    536870912;         1;         4;       12
 Ac<3, f, f>; 9874.28574; 1462.85715;    0.36700;   3623878656;    536870912;         1;         4;       13
 Ac<3, f, f>;10599.79937; 1462.04129;    0.36721;   3892314112;    536870912;         1;         4;       14
 Ac<3, f, f>;11324.50402; 1461.22632;    0.36741;   4160749568;    536870912;         1;         4;       15
 Ac<3, f, f>;12034.99162; 1458.78686;    0.36803;   4429185024;    536870912;         1;         4;       16
 Ac<3, f, f>;17443.04164; 1423.92177;    0.37704;   6576668672;    536870912;         1;         4;       24
 Ac<3, f, f>;17898.48790; 1101.44541;    0.48742;   8724152320;    536870912;         1;         4;       32
 Ac<3, f, f>;18191.96648;  898.36871;    0.59761;  10871635968;    536870912;         1;         4;       40
 Ac<3, f, f>;18383.43571;  758.07982;    0.70820;  13019119616;    536870912;         1;         4;       48
 Ac<3, f, f>;18518.55014;  655.52390;    0.81900;  15166603264;    536870912;         1;         4;       56
 Ac<3, f, f>;18617.36204;  577.28254;    0.93000;  17314086912;    536870912;         1;         4;       64
 Ac<3, f, f>;18999.15627;  295.70671;    1.81555;  34493956096;    536870912;         1;         4;      128
 Ac<3, f, f>;19129.15799;  198.74450;    2.70131;  51673825280;    536870912;         1;         4;      192
 Ac<3, f, f>;19104.42537;  148.96238;    3.60407;  68853694464;    536870912;         1;         4;      256
 Ac<3, f, f>;19247.12754;   75.11074;    7.14772; 137573171200;    536870912;         1;         4;      512
 Ac<3, f, f>;  365.71429; 1462.85717;    0.36700;    134217728;    536870912;         1;         8;        0
 Ac<3, f, f>; 1100.82866; 1467.77155;    0.36577;    402653184;    536870912;         1;         8;        1
 Ac<3, f, f>; 1830.61458; 1464.49166;    0.36659;    671088640;    536870912;         1;         8;        2
 Ac<3, f, f>; 2555.72146; 1460.41227;    0.36762;    939524096;    536870912;         1;         8;        3
 Ac<3, f, f>; 3287.75923; 1461.22632;    0.36741;   1207959552;    536870912;         1;         8;        4
 Ac<3, f, f>; 4013.89756; 1459.59911;    0.36782;   1476395008;    536870912;         1;         8;        5
 Ac<3, f, f>; 4725.28003; 1453.93232;    0.36925;   1744830464;    536870912;         1;         8;        6
 Ac<3, f, f>; 5458.30084; 1455.54689;    0.36884;   2013265920;    536870912;         1;         8;        7
 Ac<3, f, f>; 6162.12379; 1449.91148;    0.37028;   2281701376;    536870912;         1;         8;        8
 Ac<3, f, f>; 6871.87637; 1446.71081;    0.37110;   2550136832;    536870912;         1;         8;        9
 Ac<3, f, f>; 7591.04255; 1445.91287;    0.37130;   2818572288;    536870912;         1;         8;       10
 Ac<3, f, f>; 8268.39263; 1437.98133;    0.37335;   3087007744;    536870912;         1;         8;       11
 Ac<3, f, f>; 8987.38330; 1437.98133;    0.37335;   3355443200;    536870912;         1;         8;       12
 Ac<3, f, f>; 9648.15691; 1429.35658;    0.37560;   3623878656;    536870912;         1;         8;       13
 Ac<3, f, f>;10329.04341; 1424.69564;    0.37683;   3892314112;    536870912;         1;         8;       14
 Ac<3, f, f>;11017.44044; 1421.60522;    0.37765;   4160749568;    536870912;         1;         8;       15
 Ac<3, f, f>;11683.88992; 1416.22908;    0.37908;   4429185024;    536870912;         1;         8;       16
 Ac<3, f, f>;15313.61021; 1250.09063;    0.42947;   6576668672;    536870912;         1;         8;       24
 Ac<3, f, f>;16640.00004; 1024.00000;    0.52429;   8724152320;    536870912;         1;         8;       32
 Ac<3, f, f>;17257.52880;  852.22364;    0.62996;  10871635968;    536870912;         1;         8;       40
 Ac<3, f, f>;17643.60773;  727.57145;    0.73789;  13019119616;    536870912;         1;         8;       48
 Ac<3, f, f>;17909.47498;  633.96372;    0.84685;  15166603264;    536870912;         1;         8;       56
 Ac<3, f, f>;18103.09187;  561.33618;    0.95642;  17314086912;    536870912;         1;         8;       64
 Ac<3, f, f>;18785.13460;  292.37564;    1.83624;  34493956096;    536870912;         1;         8;      128
 Ac<3, f, f>;19178.59523;  199.25813;    2.69435;  51673825280;    536870912;         1;         8;      192
 Ac<3, f, f>;19167.59898;  149.45496;    3.59219;  68853694464;    536870912;         1;         8;      256
 Ac<3, f, f>;19271.42312;   75.20555;    7.13871; 137573171200;    536870912;         1;         8;      512
 Ac<3, f, f>;  362.87929; 1451.51715;    0.36987;    134217728;    536870912;         4;         4;        0
 Ac<3, f, f>; 1088.03540; 1450.71387;    0.37007;    402653184;    536870912;         4;         4;        1
 Ac<3, f, f>; 1814.39641; 1451.51713;    0.36987;    671088640;    536870912;         4;         4;        2
 Ac<3, f, f>; 2538.74928; 1450.71387;    0.37007;    939524096;    536870912;         4;         4;        3
 Ac<3, f, f>; 3253.30395; 1445.91287;    0.37130;   1207959552;    536870912;         4;         4;        4
 Ac<3, f, f>; 3971.87873; 1444.31954;    0.37171;   1476395008;    536870912;         4;         4;        5
 Ac<3, f, f>; 4688.87174; 1442.72977;    0.37212;   1744830464;    536870912;         4;         4;        6
 Ac<3, f, f>; 5389.47358; 1437.19295;    0.37356;   2013265920;    536870912;         4;         4;        7
 Ac<3, f, f>; 6101.37990; 1435.61880;    0.37396;   2281701376;    536870912;         4;         4;        8
 Ac<3, f, f>; 6815.45692; 1434.83304;    0.37417;   2550136832;    536870912;         4;         4;        9
 Ac<3, f, f>; 7524.63647; 1433.26409;    0.37458;   2818572288;    536870912;         4;         4;       10
 Ac<3, f, f>; 8205.37838; 1427.02233;    0.37622;   3087007744;    536870912;         4;         4;       11
 Ac<3, f, f>; 8904.34791; 1424.69567;    0.37683;   3355443200;    536870912;         4;         4;       12
 Ac<3, f, f>; 9601.04190; 1422.37658;    0.37745;   3623878656;    536870912;         4;         4;       13
 Ac<3, f, f>;10289.89725; 1419.29617;    0.37827;   3892314112;    536870912;         4;         4;       14
 Ac<3, f, f>;10952.10793; 1413.17522;    0.37990;   4160749568;    536870912;         4;         4;       15
 Ac<3, f, f>;11627.35491; 1409.37635;    0.38093;   4429185024;    536870912;         4;         4;       16
 Ac<3, f, f>;15626.58911; 1275.63993;    0.42086;   6576668672;    536870912;         4;         4;       24
 Ac<3, f, f>;17408.41843; 1071.28729;    0.50115;   8724152320;    536870912;         4;         4;       32
 Ac<3, f, f>;17807.50085;  879.38276;    0.61051;  10871635968;    536870912;         4;         4;       40
 Ac<3, f, f>;18126.58149;  747.48790;    0.71823;  13019119616;    536870912;         4;         4;       48
 Ac<3, f, f>;18285.35314;  647.26914;    0.82944;  15166603264;    536870912;         4;         4;       56
 Ac<3, f, f>;18434.67948;  571.61797;    0.93921;  17314086912;    536870912;         4;         4;       64
 Ac<3, f, f>;18757.93685;  291.95232;    1.83890;  34493956096;    536870912;         4;         4;      128
 Ac<3, f, f>;19051.16342;  197.93417;    2.71237;  51673825280;    536870912;         4;         4;      192
 Ac<3, f, f>;18977.17785;  147.97020;    3.62824;  68853694464;    536870912;         4;         4;      256
 Ac<3, f, f>;19142.91406;   74.70405;    7.18664; 137573171200;    536870912;         4;         4;      512
 Ac<3, f, f>;  359.49533; 1437.98133;    0.37335;    134217728;    536870912;         4;         8;        0
 Ac<3, f, f>; 1079.07791; 1438.77054;    0.37315;    402653184;    536870912;         4;         8;        1
 Ac<3, f, f>; 1797.47666; 1437.98133;    0.37335;    671088640;    536870912;         4;         8;        2
 Ac<3, f, f>; 2519.23113; 1439.56065;    0.37294;    939524096;    536870912;         4;         8;        3
 Ac<3, f, f>; 3240.79115; 1440.35162;    0.37274;   1207959552;    536870912;         4;         8;        4
 Ac<3, f, f>; 3958.79178; 1439.56065;    0.37294;   1476395008;    536870912;         4;         8;        5
 Ac<3, f, f>; 4673.43924; 1437.98130;    0.37335;   1744830464;    536870912;         4;         8;        6
 Ac<3, f, f>; 5386.52034; 1436.40542;    0.37376;   2013265920;    536870912;         4;         8;        7
 Ac<3, f, f>; 6088.04374; 1432.48088;    0.37478;   2281701376;    536870912;         4;         8;        8
 Ac<3, f, f>; 6834.16008; 1438.77054;    0.37315;   2550136832;    536870912;         4;         8;        9
 Ac<3, f, f>; 7545.26289; 1437.19293;    0.37356;   2818572288;    536870912;         4;         8;       10
 Ac<3, f, f>; 8236.76506; 1432.48088;    0.37478;   3087007744;    536870912;         4;         8;       11
 Ac<3, f, f>; 8957.90042; 1433.26407;    0.37458;   3355443200;    536870912;         4;         8;       12
 Ac<3, f, f>; 9674.53245; 1433.26407;    0.37458;   3623878656;    536870912;         4;         8;       13
 Ac<3, f, f>;10379.81430; 1431.69852;    0.37499;   3892314112;    536870912;         4;         8;       14
 Ac<3, f, f>;11053.40607; 1426.24594;    0.37642;   4160749568;    536870912;         4;         8;       15
 Ac<3, f, f>;11753.73924; 1424.69567;    0.37683;   4429185024;    536870912;         4;         8;       16
 Ac<3, f, f>;16251.33604; 1326.63968;    0.40468;   6576668672;    536870912;         4;         8;       24
 Ac<3, f, f>;17890.97063; 1100.98281;    0.48763;   8724152320;    536870912;         4;         8;       32
 Ac<3, f, f>;18136.02974;  895.60641;    0.59945;  10871635968;    536870912;         4;         8;       40
 Ac<3, f, f>;18571.40527;  765.83115;    0.70103;  13019119616;    536870912;         4;         8;       48
 Ac<3, f, f>;18653.82386;  660.31235;    0.81306;  15166603264;    536870912;         4;         8;       56
 Ac<3, f, f>;18749.48773;  581.37946;    0.92344;  17314086912;    536870912;         4;         8;       64
 Ac<3, f, f>;18988.44641;  295.54002;    1.81658;  34493956096;    536870912;         4;         8;      128
 Ac<3, f, f>;19100.19614;  198.44360;    2.70541;  51673825280;    536870912;         4;         8;      192
 Ac<3, f, f>;19040.58889;  148.46463;    3.61615;  68853694464;    536870912;         4;         8;      256
 Ac<3, f, f>;19177.89153;   74.84055;    7.17353; 137573171200;    536870912;         4;         8;      512
std::int32_t;  367.76655; 1471.06619;    0.36495;    134217728;    536870912;         1;         4;        0
std::int32_t; 1102.06277; 1469.41702;    0.36536;    402653184;    536870912;         1;         4;        1
std::int32_t; 1836.77131; 1469.41705;    0.36536;    671088640;    536870912;         1;         4;        2
std::int32_t; 2571.47979; 1469.41702;    0.36536;    939524096;    536870912;         1;         4;        3
std::int32_t; 3296.94801; 1465.31023;    0.36639;   1207959552;    536870912;         1;         4;        4
std::int32_t; 4011.66387; 1458.78686;    0.36803;   1476395008;    536870912;         1;         4;        5
std::int32_t; 4707.00548; 1448.30938;    0.37069;   1744830464;    536870912;         1;         4;        6
std::int32_t; 5410.23662; 1442.72977;    0.37212;   2013265920;    536870912;         1;         4;        7
std::int32_t; 6104.72314; 1436.40545;    0.37376;   2281701376;    536870912;         1;         4;        8
std::int32_t; 6804.28396; 1432.48083;    0.37478;   2550136832;    536870912;         1;         4;        9
std::int32_t; 7512.31425; 1430.91700;    0.37519;   2818572288;    536870912;         1;         4;       10
std::int32_t; 8192.00008; 1424.69567;    0.37683;   3087007744;    536870912;         1;         4;       11
std::int32_t; 8899.51118; 1423.92179;    0.37704;   3355443200;    536870912;         1;         4;       12
std::int32_t; 9611.47208; 1423.92179;    0.37704;   3623878656;    536870912;         1;         4;       13
std::int32_t;10301.05154; 1420.83469;    0.37786;   3892314112;    536870912;         1;         4;       14
std::int32_t;10952.10793; 1413.17522;    0.37990;   4160749568;    536870912;         1;         4;       15
std::int32_t;11275.74526; 1366.75700;    0.39281;   4429185024;    536870912;         1;         4;       16
std::int32_t;14047.52422; 1146.73667;    0.46817;   6576668672;    536870912;         1;         4;       24
std::int32_t;15350.77509;  944.66308;    0.56832;   8724152320;    536870912;         1;         4;       32
std::int32_t;16135.00293;  796.79027;    0.67379;  10871635968;    536870912;         1;         4;       40
std::int32_t;16685.01878;  688.04201;    0.78029;  13019119616;    536870912;         1;         4;       48
std::int32_t;17059.59044;  603.87931;    0.88904;  15166603264;    536870912;         1;         4;       56
std::int32_t;17331.16890;  537.40059;    0.99901;  17314086912;    536870912;         1;         4;       64
std::int32_t;18309.32888;  284.97010;    1.88396;  34493956096;    536870912;         1;         4;      128
std::int32_t;19094.41429;  198.38353;    2.70623;  51673825280;    536870912;         1;         4;      192
std::int32_t;19069.74890;  148.69200;    3.61062;  68853694464;    536870912;         1;         4;      256
std::int32_t;19224.54343;   75.02261;    7.15612; 137573171200;    536870912;         1;         4;      512
std::int32_t;  366.53244; 1466.12976;    0.36618;    134217728;    536870912;         1;         8;        0
std::int32_t; 1100.21264; 1466.95018;    0.36598;    402653184;    536870912;         1;         8;        1
std::int32_t; 1831.63781; 1465.31025;    0.36639;    671088640;    536870912;         1;         8;        2
std::int32_t; 2555.72146; 1460.41227;    0.36762;    939524096;    536870912;         1;         8;        3
std::int32_t; 3284.09800; 1459.59911;    0.36782;   1207959552;    536870912;         1;         8;        4
std::int32_t; 4000.53265; 1454.73914;    0.36905;   1476395008;    536870912;         1;         8;        5
std::int32_t; 4720.04423; 1452.32130;    0.36966;   1744830464;    536870912;         1;         8;        6
