   Precision;    [GOP/s];  BW [GB/s];  time [ms]; computations; data [Bytes]; Outer Its; Inner Its; Comp Its; # Elements
      double;  136.49008; 1091.92063;    1.96670;    268435456;   2147483648;         1;         8;        0;  268435456
      double;  397.12872; 1059.00993;    2.02782;    805306368;   2147483648;         1;         8;        1;  268435456
      double;  667.72930; 1068.36688;    2.01006;   1342177280;   2147483648;         1;         8;        2;  268435456
      double;  930.74578; 1063.70947;    2.01886;   1879048192;   2147483648;         1;         8;        3;  268435456
      double; 1196.95827; 1063.96290;    2.01838;   2415919104;   2147483648;         1;         8;        4;  268435456
      double; 1464.92323; 1065.39871;    2.01566;   2952790016;   2147483648;         1;         8;        5;  268435456
      double; 1733.19813; 1066.58347;    2.01342;   3489660928;   2147483648;         1;         8;        6;  268435456
      double; 2003.98348; 1068.79119;    2.00926;   4026531840;   2147483648;         1;         8;        7;  268435456
      double; 2256.09143; 1061.69008;    2.02270;   4563402752;   2147483648;         1;         8;        8;  268435456
      double; 2523.10922; 1062.36178;    2.02142;   5100273664;   2147483648;         1;         8;        9;  268435456
      double; 2785.83578; 1061.27077;    2.02350;   5637144576;   2147483648;         1;         8;       10;  268435456
      double; 3051.63456; 1061.43811;    2.02318;   6174015488;   2147483648;         1;         8;       11;  268435456
      double; 3308.09917; 1058.59173;    2.02862;   6710886400;   2147483648;         1;         8;       12;  268435456
      double; 3595.42466; 1065.31101;    2.01583;   7247757312;   2147483648;         1;         8;       13;  268435456
      double; 3851.06325; 1062.36228;    2.02142;   7784628224;   2147483648;         1;         8;       14;  268435456
      double; 4122.02704; 1063.74891;    2.01879;   8321499136;   2147483648;         1;         8;       15;  268435456
      double; 4360.84205; 1057.17383;    2.03134;   8858370048;   2147483648;         1;         8;       16;  268435456
      double; 6531.78189; 1066.41337;    2.01374;  13153337344;   2147483648;         1;         8;       24;  268435456
      double; 8754.34155; 1077.45742;    1.99310;  17448304640;   2147483648;         1;         8;       32;  268435456
      double; 9891.29975;  976.91849;    2.19822;  21743271936;   2147483648;         1;         8;       40;  268435456
      double;10537.44584;  869.06770;    2.47102;  26038239232;   2147483648;         1;         8;       48;  268435456
      double;10806.82249;  765.08478;    2.80686;  30333206528;   2147483648;         1;         8;       56;  268435456
      double;10920.76848;  677.25696;    3.17086;  34628173824;   2147483648;         1;         8;       64;  268435456
      double;11081.45349;  344.94797;    6.22553;  68987912192;   2147483648;         1;         8;      128;  268435456
      double;11127.86484;  231.22836;    9.28728; 103347650560;   2147483648;         1;         8;      192;  268435456
      double;11160.82385;  174.04794;   12.33846; 137707388928;   2147483648;         1;         8;      256;  268435456
