num_elems = 134217728; Array is used; 
   Precision;   [GOPs/s];  BW [GB/s];  time [ms]; computations; data [Bytes]; Outer Its; Inner Its; Comp Its
 Ac<3, i, s>;19205.30597;   37.47377;    7.16329; 137573171200;    268435456;         1;         8;      512
 Ac<3, i, s>;  451.66093;  903.32185;    0.29716;    134217728;    268435456;         4;         8;        0
 Ac<3, i, s>; 1342.03412;  894.68941;    0.30003;    402653184;    268435456;         4;         8;        1
 Ac<3, i, s>; 2208.08624;  883.23450;    0.30392;    671088640;    268435456;         4;         8;        2
 Ac<3, i, s>; 3072.68583;  877.91024;    0.30577;    939524096;    268435456;         4;         8;        3
 Ac<3, i, s>; 3924.31136;  872.06919;    0.30781;   1207959552;    268435456;         4;         8;        4
 Ac<3, i, s>; 4783.64961;  869.75447;    0.30863;   1476395008;    268435456;         4;         8;        5
 Ac<3, i, s>; 5546.66668;  853.33334;    0.31457;   1744830464;    268435456;         4;         8;        6
 Ac<3, i, s>; 6338.10447;  845.08060;    0.31764;   2013265920;    268435456;         4;         8;        7
 Ac<3, i, s>; 7060.27872;  830.62103;    0.32317;   2281701376;    268435456;         4;         8;        8
 Ac<3, i, s>; 7662.67075;  806.59692;    0.33280;   2550136832;    268435456;         4;         8;        9
 Ac<3, i, s>; 8340.94535;  794.37575;    0.33792;   2818572288;    268435456;         4;         8;       10
 Ac<3, i, s>; 9063.90858;  788.16596;    0.34058;   3087007744;    268435456;         4;         8;       11
 Ac<3, i, s>; 9615.02350;  769.20188;    0.34898;   3355443200;    268435456;         4;         8;       12
 Ac<3, i, s>;10111.26876;  748.98287;    0.35840;   3623878656;    268435456;         4;         8;       13
 Ac<3, i, s>; 9914.15730;  683.73499;    0.39260;   3892314112;    268435456;         4;         8;       14
 Ac<3, i, s>;10349.54683;  667.71270;    0.40202;   4160749568;    268435456;         4;         8;       15
 Ac<3, i, s>;10791.85640;  654.05190;    0.41042;   4429185024;    268435456;         4;         8;       16
 Ac<3, i, s>;13335.81395;  544.31894;    0.49316;   6576668672;    268435456;         4;         8;       24
 Ac<3, i, s>;15127.27323;  465.45456;    0.57672;   8724152320;    268435456;         4;         8;       32
 Ac<3, i, s>;16630.37577;  410.62656;    0.65372;  10871635968;    268435456;         4;         8;       40
 Ac<3, i, s>;17473.86451;  360.28587;    0.74506;  13019119616;    268435456;         4;         8;       48
 Ac<3, i, s>;17983.40975;  318.29044;    0.84337;  15166603264;    268435456;         4;         8;       56
 Ac<3, i, s>;18126.38076;  281.02916;    0.95519;  17314086912;    268435456;         4;         8;       64
 Ac<3, i, s>;18956.38913;  147.52054;    1.81965;  34493956096;    268435456;         4;         8;      128
 Ac<3, i, s>;18875.85775;   98.05640;    2.73756;  51673825280;    268435456;         4;         8;      192
 Ac<3, i, s>;18925.89934;   73.78518;    3.63807;  68853694464;    268435456;         4;         8;      256
 Ac<3, i, s>;19140.18720;   37.34671;    7.18766; 137573171200;    268435456;         4;         8;      512
mixbench/read-only (v0.03-8-gbab3fb7)
------------------------ Device specifications ------------------------
Device:              A100-PCIE-40GB
CUDA driver version: 11.0
GPU clock rate:      1410 MHz
Memory clock rate:   607 MHz
Memory bus width:    5120 bits
WarpSize:            32
L2 cache size:       40960 KB
Total global mem:    40537 MB
ECC enabled:         Yes
Compute Capability:  8.0
Total SPs:           13824 (108 MPs x 128 SPs/MP)
Compute throughput:  38983.68 GFlops (theoretical single precision FMAs)
Memory bandwidth:    1555.20 GB/sec
-----------------------------------------------------------------------
Total GPU memory 42506321920, free 42061922304
Buffer size:          256MB
Trade-off type:       compute with global memory (block strided)
Elements per thread:  8
Thread fusion degree: 4
----------------------------------------------------------------------------- CSV data -----------------------------------------------------------------------------
Experiment ID, Single Precision ops,,,,              Double precision ops,,,,              Half precision ops,,,,                Integer operations,,, 
Compute iters, Flops/byte, ex.time,  GFLOPS, GB/sec, Flops/byte, ex.time,  GFLOPS, GB/sec, Flops/byte, ex.time,  GFLOPS, GB/sec, Iops/byte, ex.time,   GIOPS, GB/sec
            0,      0.250,    0.11,  303.41,1213.63,      0.125,    0.19,  181.04,1448.31,      0.500,    0.10,  689.85,1379.71,     0.250,    0.10,  337.81,1351.26
            1,      0.750,    0.10, 1024.00,1365.33,      0.375,    0.19,  543.12,1448.31,      1.500,    0.10, 2048.00,1365.33,     0.750,    0.10, 1024.00,1365.33
            2,      1.250,    0.10, 1706.67,1365.33,      0.625,    0.19,  900.22,1440.35,      2.500,    0.10, 3343.67,1337.47,     1.250,    0.10, 1724.63,1379.71
            3,      1.750,    0.10, 2316.93,1323.96,      0.875,    0.19, 1260.31,1440.35,      3.500,    0.10, 4778.67,1365.33,     1.750,    0.10, 2389.33,1365.33
            4,      2.250,    0.10, 3072.00,1365.33,      1.125,    0.19, 1629.35,1448.31,      4.500,    0.10, 6080.66,1351.26,     2.250,    0.10, 3072.00,1365.33
            5,      2.750,    0.10, 3794.19,1379.71,      1.375,    0.19, 1991.43,1448.31,      5.500,    0.10, 7431.92,1351.26,     2.750,    0.10, 3715.96,1351.26
            6,      3.250,    0.10, 4437.33,1365.33,      1.625,    0.19, 2340.57,1440.35,      6.500,    0.10, 8783.18,1351.26,     3.250,    0.10, 4437.33,1365.33
            7,      3.750,    0.10, 5120.00,1365.33,      1.875,    0.19, 2700.66,1440.35,      7.500,    0.10,10347.79,1379.71,     3.750,    0.10, 5067.22,1351.26
            8,      4.250,    0.10, 5684.25,1337.47,      2.125,    0.19, 3027.48,1424.70,      8.500,    0.10,11485.69,1351.26,     4.250,    0.13, 4528.91,1065.63
            9,      4.750,    0.10, 6553.60,1379.71,      2.375,    0.19, 3402.14,1432.48,      9.500,    0.10,12836.95,1351.26,     4.750,    0.10, 6352.98,1337.47
           10,      5.250,    0.10, 7021.71,1337.47,      2.625,    0.19, 3699.61,1409.38,     10.500,    0.10,14336.00,1365.33,     5.250,    0.10, 7094.10,1351.26
           11,      5.750,    0.10, 7769.73,1351.26,      2.875,    0.19, 4051.96,1409.38,     11.500,    0.10,15380.90,1337.47,     5.750,    0.10, 7850.67,1365.33
           12,      6.250,    0.10, 8274.75,1323.96,      3.125,    0.19, 4380.75,1401.84,     12.500,    0.10,16890.72,1351.26,     6.250,    0.13, 6400.00,1024.00
           13,      6.750,    0.10, 9313.01,1379.71,      3.375,    0.19, 4808.35,1424.70,     13.500,    0.10,18626.02,1379.71,     6.750,    0.10, 8936.73,1323.96
           14,      7.250,    0.10, 9696.65,1337.47,      3.625,    0.19, 5081.67,1401.84,     14.500,    0.10,19393.31,1337.47,     7.250,    0.10, 9598.71,1323.96
           15,      7.750,    0.10,10365.39,1337.47,      3.875,    0.19, 5432.13,1401.84,     15.500,    0.10,20730.78,1337.47,     7.750,    0.10,10365.39,1337.47
           16,      8.250,    0.10,10922.67,1323.96,      4.125,    0.19, 5782.59,1401.84,     16.500,    0.10,22068.25,1337.47,     8.250,    0.13, 8254.53,1000.55
           17,      8.750,    0.10,11946.67,1365.33,      4.375,    0.19, 6166.02,1409.38,     17.500,    0.10,23893.33,1365.33,     8.750,    0.10,11468.80,1310.72
           18,      9.250,    0.10,12371.59,1337.47,      4.625,    0.19, 6483.51,1401.84,     18.500,    0.10,24743.18,1337.47,     9.250,    0.10,12246.63,1323.96
           20,     10.250,    0.10,13709.06,1337.47,      5.125,    0.19, 7108.40,1387.01,     20.500,    0.10,27418.12,1337.47,    10.250,    0.14, 9878.59, 963.76
           22,     11.250,    0.10,15201.65,1351.26,      5.625,    0.19, 7760.84,1379.71,     22.500,    0.10,30720.00,1365.33,    11.250,    0.10,14599.60,1297.74
           24,     12.250,    0.11,15438.77,1260.31,      6.125,    0.20, 8362.67,1365.33,     24.500,    0.10,32768.00,1337.47,    12.250,    0.14,11468.80, 936.23
           28,     14.250,    0.12,16528.99,1159.93,      7.125,    0.21, 8979.69,1260.31,     28.500,    0.10,39739.91,1394.38,    14.250,    0.15,12620.11, 885.62
           32,     16.250,    0.13,16904.13,1040.25,      8.125,    0.24, 9141.29,1125.08,     32.500,    0.10,45317.45,1394.38,    16.250,    0.16,13312.00, 819.20
           40,     20.250,    0.15,17577.54, 868.03,     10.125,    0.29, 9248.11, 913.39,     40.500,    0.10,55296.00,1365.33,    20.250,    0.19,14664.13, 724.15
           48,     24.250,    0.18,18162.83, 748.98,     12.125,    0.35, 9239.81, 762.05,     48.500,    0.11,61718.37,1272.54,    24.250,    0.22,15135.70, 624.15
           56,     28.250,    0.21,18240.31, 645.67,     14.125,    0.41, 9350.46, 661.98,     56.500,    0.12,65536.00,1159.93,    28.250,    0.25,15428.27, 546.13
           64,     32.250,    0.23,18458.83, 572.37,     16.125,    0.46, 9393.49, 582.54,     64.500,    0.13,66568.06,1032.06,    32.250,    0.28,15598.05, 483.66
           80,     40.250,    0.29,18576.22, 461.52,     20.125,    0.57, 9454.57, 469.79,     80.500,    0.16,68514.91, 851.12,    40.250,    0.34,15890.51, 394.80
           96,     48.250,    0.35,18710.72, 387.79,     24.125,    0.68, 9510.11, 394.20,     96.500,    0.19,69880.93, 724.15,    48.250,    0.40,16092.17, 333.52
          128,     64.250,    0.46,18839.77, 293.23,     32.125,    0.91, 9526.44, 296.54,    128.500,    0.24,71066.46, 553.05,    64.250,    0.53,16257.48, 253.03
          192,     96.250,    0.68,18999.52, 197.40,     48.125,    1.35, 9579.10, 199.05,    192.500,    0.36,72712.85, 377.73,    96.250,    0.78,16491.08, 171.34
          256,    128.250,    0.92,18803.11, 146.61,     64.125,    1.81, 9529.47, 148.61,    256.500,    0.51,67919.13, 264.79,   128.250,    1.04,16610.66, 129.52
--------------------------------------------------------------------------------------------------------------------------------------------------------------------
