num_elems = 134217728; Array is used; 
   Precision;   [GOPs/s];  BW [GB/s];  time [ms]; computations; data [Bytes]; Outer Its; Inner Its; Comp Its
 Ac<3, i, s>; 1088.77351;  435.50941;    0.61637;    671088640;    268435456;         4;         8;        2
 Ac<3, i, s>; 1516.92732;  433.40781;    0.61936;    939524096;    268435456;         4;         8;        3
 Ac<3, i, s>; 1960.15869;  435.59082;    0.61626;   1207959552;    268435456;         4;         8;        4
 Ac<3, i, s>; 2386.48017;  433.90549;    0.61865;   1476395008;    268435456;         4;         8;        5
 Ac<3, i, s>; 2822.80943;  434.27837;    0.61812;   1744830464;    268435456;         4;         8;        6
 Ac<3, i, s>; 3256.07641;  434.14352;    0.61831;   2013265920;    268435456;         4;         8;        7
 Ac<3, i, s>; 3688.57824;  433.95038;    0.61859;   2281701376;    268435456;         4;         8;        8
 Ac<3, i, s>; 4121.16418;  433.80676;    0.61879;   2550136832;    268435456;         4;         8;        9
 Ac<3, i, s>; 4552.19303;  433.54219;    0.61917;   2818572288;    268435456;         4;         8;       10
 Ac<3, i, s>; 4991.30729;  434.02672;    0.61848;   3087007744;    268435456;         4;         8;       11
 Ac<3, i, s>; 5410.83212;  432.86657;    0.62013;   3355443200;    268435456;         4;         8;       12
 Ac<3, i, s>; 5862.39399;  434.25141;    0.61816;   3623878656;    268435456;         4;         8;       13
 Ac<3, i, s>; 6266.47638;  432.17078;    0.62113;   3892314112;    268435456;         4;         8;       14
 Ac<3, i, s>; 6652.37974;  429.18579;    0.62545;   4160749568;    268435456;         4;         8;       15
 Ac<3, i, s>; 6840.49936;  414.57572;    0.64749;   4429185024;    268435456;         4;         8;       16
 Ac<3, i, s>; 7396.40310;  301.89400;    0.88917;   6576668672;    268435456;         4;         8;       24
 Ac<3, i, s>; 7579.49169;  233.21513;    1.15102;   8724152320;    268435456;         4;         8;       32
 Ac<3, i, s>; 7704.66222;  190.23857;    1.41105;  10871635968;    268435456;         4;         8;       40
 Ac<3, i, s>; 7642.85438;  157.58463;    1.70344;  13019119616;    268435456;         4;         8;       48
 Ac<3, i, s>; 7681.72609;  135.95975;    1.97437;  15166603264;    268435456;         4;         8;       56
 Ac<3, i, s>; 7736.73150;  119.94933;    2.23791;  17314086912;    268435456;         4;         8;       64
 Ac<3, i, s>; 8045.46413;   62.61062;    4.28738;  34493956096;    268435456;         4;         8;      128
 Ac<3, i, s>; 8203.04447;   42.61322;    6.29935;  51673825280;    268435456;         4;         8;      192
 Ac<3, i, s>; 8194.35874;   31.94682;    8.40257;  68853694464;    268435456;         4;         8;      256
 Ac<3, i, s>; 8273.22823;   16.14288;   16.62872; 137573171200;    268435456;         4;         8;      512
