num_elems = 134217728; Array is used; 
   Precision;   [GOPs/s];  BW [GB/s];  time [ms]; computations; data [Bytes]; Outer Its; Inner Its; Comp Its
 Ac<1, i, s>;18322.80917;  284.07456;    0.94495;  17314086912;    268435456;         1;         8;       64
 Ac<1, i, s>;18837.66026;  146.59658;    1.83112;  34493956096;    268435456;         1;         8;      128
 Ac<1, i, s>;18932.51266;   98.35072;    2.72937;  51673825280;    268435456;         1;         8;      192
 Ac<1, i, s>;19116.37455;   74.52778;    3.60182;  68853694464;    268435456;         1;         8;      256
 Ac<1, i, s>;19248.23082;   37.55752;    7.14732; 137573171200;    268435456;         1;         8;      512
 Ac<1, i, s>;  638.13047; 1276.26095;    0.21033;    134217728;    268435456;         4;         8;        0
 Ac<1, i, s>; 1918.12679; 1278.75120;    0.20992;    402653184;    268435456;         4;         8;        1
 Ac<1, i, s>; 3206.26224; 1282.50490;    0.20931;    671088640;    268435456;         4;         8;        2
 Ac<1, i, s>; 4475.62918; 1278.75120;    0.20992;    939524096;    268435456;         4;         8;        3
 Ac<1, i, s>; 5754.38038; 1278.75120;    0.20992;   1207959552;    268435456;         4;         8;        4
 Ac<1, i, s>; 7033.13157; 1278.75120;    0.20992;   1476395008;    268435456;         4;         8;        5
 Ac<1, i, s>; 8303.78157; 1277.50486;    0.21012;   1744830464;    268435456;         4;         8;        6
 Ac<1, i, s>; 9553.35285; 1273.78038;    0.21074;   2013265920;    268435456;         4;         8;        7
 Ac<1, i, s>;10795.65891; 1270.07752;    0.21135;   2281701376;    268435456;         4;         8;        8
 Ac<1, i, s>;12124.47900; 1276.26095;    0.21033;   2550136832;    268435456;         4;         8;        9
 Ac<1, i, s>;13144.75629; 1251.88155;    0.21443;   2818572288;    268435456;         4;         8;       10
 Ac<1, i, s>;13816.02202; 1201.39322;    0.22344;   3087007744;    268435456;         4;         8;       11
 Ac<1, i, s>;14447.97190; 1155.83775;    0.23224;   3355443200;    268435456;         4;         8;       12
 Ac<1, i, s>;14794.91660; 1095.91975;    0.24494;   3623878656;    268435456;         4;         8;       13
 Ac<1, i, s>;15083.68266; 1040.25398;    0.25805;   3892314112;    268435456;         4;         8;       14
 Ac<1, i, s>;15532.23303; 1002.07955;    0.26788;   4160749568;    268435456;         4;         8;       15
 Ac<1, i, s>;15867.11645;  961.64342;    0.27914;   4429185024;    268435456;         4;         8;       16
 Ac<1, i, s>;17017.82758;  694.60521;    0.38646;   6576668672;    268435456;         4;         8;       24
 Ac<1, i, s>;17580.85041;  540.94924;    0.49623;   8724152320;    268435456;         4;         8;       32
 Ac<1, i, s>;17927.78068;  442.66125;    0.60641;  10871635968;    268435456;         4;         8;       40
 Ac<1, i, s>;18131.75169;  373.85055;    0.71803;  13019119616;    268435456;         4;         8;       48
 Ac<1, i, s>;18285.35314;  323.63457;    0.82944;  15166603264;    268435456;         4;         8;       56
 Ac<1, i, s>;18438.70016;  285.87132;    0.93901;  17314086912;    268435456;         4;         8;       64
 Ac<1, i, s>;18898.95897;  147.07361;    1.82518;  34493956096;    268435456;         4;         8;      128
 Ac<1, i, s>;19051.16342;   98.96708;    2.71237;  51673825280;    268435456;         4;         8;      192
 Ac<1, i, s>;18553.04265;   72.33155;    3.71118;  68853694464;    268435456;         4;         8;      256
 Ac<1, i, s>;18934.63380;   36.94563;    7.26569; 137573171200;    268435456;         4;         8;      512

real	0m3.074s
user	0m1.906s
sys	0m1.122s
mixbench/read-only (v0.03-8-gbab3fb7)
------------------------ Device specifications ------------------------
Device:              A100-PCIE-40GB
CUDA driver version: 11.0
GPU clock rate:      1410 MHz
Memory clock rate:   607 MHz
Memory bus width:    5120 bits
WarpSize:            32
L2 cache size:       40960 KB
Total global mem:    40537 MB
ECC enabled:         Yes
Compute Capability:  8.0
Total SPs:           13824 (108 MPs x 128 SPs/MP)
Compute throughput:  38983.68 GFlops (theoretical single precision FMAs)
Memory bandwidth:    1555.20 GB/sec
-----------------------------------------------------------------------
Total GPU memory 42506321920, free 42061922304
Buffer size:          256MB
Trade-off type:       compute with global memory (block strided)
Elements per thread:  8
Thread fusion degree: 4
----------------------------------------------------------------------------- CSV data -----------------------------------------------------------------------------
Experiment ID, Single Precision ops,,,,              Double precision ops,,,,              Half precision ops,,,,                Integer operations,,, 
Compute iters, Flops/byte, ex.time,  GFLOPS, GB/sec, Flops/byte, ex.time,  GFLOPS, GB/sec, Flops/byte, ex.time,  GFLOPS, GB/sec, Iops/byte, ex.time,   GIOPS, GB/sec
            0,      0.250,    0.11,  300.62,1202.50,      0.125,    0.18,  182.04,1456.36,      0.500,    0.10,  682.67,1365.33,     0.250,    0.10,  341.33,1365.33
            1,      0.750,    0.10, 1013.44,1351.26,      0.375,    0.19,  540.13,1440.35,      1.500,    0.10, 2026.89,1351.26,     0.750,    0.10, 1024.00,1365.33
            2,      1.250,    0.10, 1724.63,1379.71,      0.625,    0.19,  900.22,1440.35,      2.500,    0.10, 3343.67,1337.47,     1.250,    0.10, 1689.07,1351.26
            3,      1.750,    0.10, 2364.70,1351.26,      0.875,    0.19, 1267.27,1448.31,      3.500,    0.10, 4778.67,1365.33,     1.750,    0.10, 2389.33,1365.33
            4,      2.250,    0.10, 3072.00,1365.33,      1.125,    0.19, 1629.35,1448.31,      4.500,    0.10, 6080.66,1351.26,     2.250,    0.10, 3072.00,1365.33
            5,      2.750,    0.10, 3715.96,1351.26,      1.375,    0.19, 1980.48,1440.35,      5.500,    0.10, 7431.92,1351.26,     2.750,    0.10, 3715.96,1351.26
            6,      3.250,    0.10, 4484.04,1379.71,      1.625,    0.19, 2340.57,1440.35,      6.500,    0.10, 8874.67,1365.33,     3.250,    0.10, 4484.04,1379.71
            7,      3.750,    0.10, 5015.51,1337.47,      1.875,    0.19, 2685.90,1432.48,      7.500,    0.10,10240.00,1365.33,     3.750,    0.10, 5067.22,1351.26
            8,      4.250,    0.10, 5742.85,1351.26,      2.125,    0.19, 3044.02,1432.48,      8.500,    0.10,11605.33,1365.33,     4.250,    0.13, 4492.39,1057.03
            9,      4.750,    0.10, 6553.60,1379.71,      2.375,    0.19, 3365.36,1416.99,      9.500,    0.10,12705.96,1337.47,     4.750,    0.10, 6418.47,1351.26
           10,      5.250,    0.10, 7094.10,1351.26,      2.625,    0.19, 3719.61,1416.99,     10.500,    0.10,14188.21,1351.26,     5.250,    0.10, 7168.00,1365.33
           11,      5.750,    0.10, 7850.67,1365.33,      2.875,    0.19, 4051.96,1409.38,     11.500,    0.10,15539.46,1351.26,     5.750,    0.10, 7769.73,1351.26
           12,      6.250,    0.10, 8359.18,1337.47,      3.125,    0.19, 4452.17,1424.70,     12.500,    0.10,17066.67,1365.33,     6.250,    0.13, 6501.59,1040.25
           13,      6.750,    0.09, 9616.70,1424.70,      3.375,    0.19, 4756.65,1409.38,     13.500,    0.10,18432.00,1365.33,     6.750,    0.10, 9120.99,1351.26
           14,      7.250,    0.10, 9696.65,1337.47,      3.625,    0.19, 5108.99,1409.38,     14.500,    0.10,19393.31,1337.47,     7.250,    0.10, 9696.65,1337.47
           15,      7.750,    0.10,10365.39,1337.47,      3.875,    0.19, 5490.85,1416.99,     15.500,    0.10,20944.50,1351.26,     7.750,    0.10,10260.69,1323.96
           16,      8.250,    0.10,11034.12,1337.47,      4.125,    0.19, 5782.59,1401.84,     16.500,    0.10,22068.25,1337.47,     8.250,    0.14, 8192.00, 992.97
           17,      8.750,    0.10,12200.85,1394.38,      4.375,    0.19, 6100.43,1394.38,     17.500,    0.10,23893.33,1365.33,     8.750,    0.10,11355.25,1297.74
           18,      9.250,    0.10,12124.16,1310.72,      4.625,    0.19, 6553.60,1416.99,     18.500,    0.10,24743.18,1337.47,     9.250,    0.10,12004.12,1297.74
           20,     10.250,    0.10,13709.06,1337.47,      5.125,    0.19, 7146.21,1394.38,     20.500,    0.10,27989.33,1365.33,    10.250,    0.14, 9878.59, 963.76
           22,     11.250,    0.10,15201.65,1351.26,      5.625,    0.19, 7843.40,1394.38,     22.500,    0.10,30720.00,1365.33,    11.250,    0.10,14456.47,1285.02
           24,     12.250,    0.11,15438.77,1260.31,      6.125,    0.19, 8450.69,1379.71,     24.500,    0.10,32437.01,1323.96,    12.250,    0.14,11387.46, 929.59
           28,     14.250,    0.12,16241.53,1139.76,      7.125,    0.21, 8936.73,1254.28,     28.500,    0.10,39739.91,1394.38,    14.250,    0.15,12620.11, 885.62
           32,     16.250,    0.13,16771.02,1032.06,      8.125,    0.24, 9025.08,1110.78,     32.500,    0.10,45804.73,1409.38,    16.250,    0.16,13480.51, 829.57
           40,     20.250,    0.15,17694.72, 873.81,     10.125,    0.29, 9216.00, 910.22,     40.500,    0.10,55296.00,1365.33,    20.250,    0.19,14664.13, 724.15
           48,     24.250,    0.18,18162.83, 748.98,     12.125,    0.35, 9239.81, 762.05,     48.500,    0.10,62323.45,1285.02,    24.250,    0.22,15135.70, 624.15
           56,     28.250,    0.21,18240.31, 645.67,     14.125,    0.41, 9326.91, 660.31,     56.500,    0.12,65536.00,1159.93,    28.250,    0.25,15428.27, 546.13
           64,     32.250,    0.23,18458.83, 572.37,     16.125,    0.46, 9393.49, 582.54,     64.500,    0.13,66568.06,1032.06,    32.250,    0.28,15598.05, 483.66
           80,     40.250,    0.29,18576.22, 461.52,     20.125,    0.57, 9437.65, 468.95,     80.500,    0.16,68072.88, 845.63,    40.250,    0.34,15890.51, 394.80
           96,     48.250,    0.35,18710.72, 387.79,     24.125,    0.68, 9467.40, 392.43,     96.500,    0.19,69880.93, 724.15,    48.250,    0.40,16010.69, 331.83
          128,     64.250,    0.46,18797.71, 292.57,     32.125,    0.91, 9504.94, 295.87,    128.500,    0.24,71066.46, 553.05,    64.250,    0.53,16226.16, 252.55
          192,     96.250,    0.68,18942.46, 196.80,     48.125,    1.35, 9564.58, 198.74,    192.500,    0.36,72712.85, 377.73,    96.250,    0.78,16491.08, 171.34
          256,    128.250,    0.92,18782.10, 146.45,     64.125,    1.81, 9513.29, 148.36,    256.500,    0.51,68056.62, 265.33,   128.250,    1.04,16594.26, 129.39
--------------------------------------------------------------------------------------------------------------------------------------------------------------------

real	0m0.507s
user	0m0.118s
sys	0m0.341s
