      Precision;    [GOP/s];  BW [GB/s];  time [ms]; computations; data [Bytes]; Outer Its; Inner Its; Comp Its; # Elements
         double;  228.74695; 1829.97558;    1.17350;    268435456;   2147483648;         1;         2;        0;  268435456
         double;  686.24084; 1829.97558;    1.17350;    805306368;   2147483648;         1;         2;        1;  268435456
         double; 1165.08449; 1864.13519;    1.15200;   1342177280;   2147483648;         1;         2;        2;  268435456
         double; 1632.56948; 1865.79369;    1.15098;   1879048192;   2147483648;         1;         2;        3;  268435456
         double; 2095.28960; 1862.47964;    1.15302;   2415919104;   2147483648;         1;         2;        4;  268435456
         double; 2560.90951; 1862.47964;    1.15302;   2952790016;   2147483648;         1;         2;        5;  268435456
         double; 3018.48720; 1857.53059;    1.15610;   3489660928;   2147483648;         1;         2;        6;  268435456
         double; 3492.14933; 1862.47964;    1.15302;   4026531840;   2147483648;         1;         2;        7;  268435456
         double; 3947.25250; 1857.53059;    1.15610;   4563402752;   2147483648;         1;         2;        8;  268435456
         double; 4403.83379; 1854.24580;    1.15814;   5100273664;   2147483648;         1;         2;        9;  268435456
         double; 4863.09539; 1852.60777;    1.15917;   5637144576;   2147483648;         1;         2;       10;  268435456
         double; 5312.16903; 1847.71097;    1.16224;   6174015488;   2147483648;         1;         2;       11;  268435456
         double; 5753.81885; 1841.22203;    1.16634;   6710886400;   2147483648;         1;         2;       12;  268435456
         double; 6192.37810; 1834.77870;    1.17043;   7247757312;   2147483648;         1;         2;       13;  268435456
         double; 6616.34106; 1825.19753;    1.17658;   7784628224;   2147483648;         1;         2;       14;  268435456
         double; 7023.73748; 1812.57741;    1.18477;   8321499136;   2147483648;         1;         2;       15;  268435456
         double; 7483.34977; 1814.14540;    1.18374;   8858370048;   2147483648;         1;         2;       16;  268435456
         double; 9214.53071; 1504.41318;    1.42746;  13153337344;   2147483648;         1;         2;       24;  268435456
         double; 9362.28569; 1152.28132;    1.86368;  17448304640;   2147483648;         1;         2;       32;  268435456
         double; 9437.18441;  932.06760;    2.30400;  21743271936;   2147483648;         1;         2;       40;  268435456
         double; 9484.50903;  782.22755;    2.74534;  26038239232;   2147483648;         1;         2;       48;  268435456
         double; 9518.72510;  673.89204;    3.18669;  30333206528;   2147483648;         1;         2;       56;  268435456
         double; 9544.61651;  591.91420;    3.62803;  34628173824;   2147483648;         1;         2;       64;  268435456
         double; 9638.19838;  300.02174;    7.15776;  68987912192;   2147483648;         1;         2;      128;  268435456
         double; 9669.96683;  200.93438;   10.68749; 103347650560;   2147483648;         1;         2;      192;  268435456
         double; 9684.56515;  151.02636;   14.21926; 137707388928;   2147483648;         1;         2;      256;  268435456
         double; 9708.68646;   75.77511;   28.34022; 275146342400;   2147483648;         1;         2;      512;  268435456
         double;  239.18249; 1913.45992;    1.12230;    268435456;   2147483648;         1;         4;        0;  268435456
         double;  718.20277; 1915.20738;    1.12128;    805306368;   2147483648;         1;         4;        1;  268435456
         double; 1194.82227; 1911.71564;    1.12333;   1342177280;   2147483648;         1;         4;        2;  268435456
         double; 1674.27743; 1913.45992;    1.12230;   1879048192;   2147483648;         1;         4;        3;  268435456
         double; 2150.68009; 1911.71564;    1.12333;   2415919104;   2147483648;         1;         4;        4;  268435456
         double; 2628.60900; 1911.71564;    1.12333;   2952790016;   2147483648;         1;         4;        5;  268435456
         double; 3106.53791; 1911.71564;    1.12333;   3489660928;   2147483648;         1;         4;        6;  268435456
         double; 3574.69093; 1906.50183;    1.12640;   4026531840;   2147483648;         1;         4;        7;  268435456
         double; 4058.69589; 1909.97454;    1.12435;   4563402752;   2147483648;         1;         4;        8;  268435456
         double; 4523.82924; 1904.77021;    1.12742;   5100273664;   2147483648;         1;         4;        9;  268435456
         double; 4995.48453; 1903.04173;    1.12845;   5637144576;   2147483648;         1;         4;       10;  268435456
         double; 5471.24496; 1903.04173;    1.12845;   6174015488;   2147483648;         1;         4;       11;  268435456
         double; 5947.00539; 1903.04173;    1.12845;   6710886400;   2147483648;         1;         4;       12;  268435456
         double; 6416.94278; 1901.31638;    1.12947;   7247757312;   2147483648;         1;         4;       13;  268435456
         double; 6892.27188; 1901.31638;    1.12947;   7784628224;   2147483648;         1;         4;       14;  268435456
         double; 7374.28669; 1903.04173;    1.12845;   8321499136;   2147483648;         1;         4;       15;  268435456
         double; 7842.93007; 1901.31638;    1.12947;   8858370048;   2147483648;         1;         4;       16;  268435456
         double; 9465.77470; 1545.43260;    1.38957;  13153337344;   2147483648;         1;         4;       24;  268435456
         double; 9529.84343; 1172.90381;    1.83091;  17448304640;   2147483648;         1;         4;       32;  268435456
         double; 9569.02432;  945.08882;    2.27226;  21743271936;   2147483648;         1;         4;       40;  268435456
         double; 9595.45990;  791.37814;    2.71360;  26038239232;   2147483648;         1;         4;       48;  268435456
         double; 9617.62098;  680.89352;    3.15392;  30333206528;   2147483648;         1;         4;       56;  268435456
         double; 9628.86570;  597.13896;    3.59629;  34628173824;   2147483648;         1;         4;       64;  268435456
         double; 9678.35175;  301.27165;    7.12806;  68987912192;   2147483648;         1;         4;      128;  268435456
         double; 9695.97817;  201.47487;   10.65882; 103347650560;   2147483648;         1;         4;      192;  268435456
         double; 9702.03274;  151.29876;   14.19366; 137707388928;   2147483648;         1;         4;      256;  268435456
         double; 9717.46384;   75.84362;   28.31462; 275146342400;   2147483648;         1;         4;      512;  268435456
         double;  236.59205; 1892.73637;    1.13459;    268435456;   2147483648;         1;         8;        0;  268435456
         double;  709.77614; 1892.73637;    1.13459;    805306368;   2147483648;         1;         8;        1;  268435456
         double; 1182.96023; 1892.73637;    1.13459;   1342177280;   2147483648;         1;         8;        2;  268435456
         double; 1657.64040; 1894.44617;    1.13357;   1879048192;   2147483648;         1;         8;        3;  268435456
         double; 2131.25194; 1894.44617;    1.13357;   2415919104;   2147483648;         1;         8;        4;  268435456
         double; 2604.86348; 1894.44617;    1.13357;   2952790016;   2147483648;         1;         8;        5;  268435456
         double; 3078.47503; 1894.44617;    1.13357;   3489660928;   2147483648;         1;         8;        6;  268435456
         double; 3552.08657; 1894.44617;    1.13357;   4026531840;   2147483648;         1;         8;        7;  268435456
         double; 4022.06478; 1892.73637;    1.13459;   4563402752;   2147483648;         1;         8;        8;  268435456
         double; 4499.30965; 1894.44617;    1.13357;   5100273664;   2147483648;         1;         8;        9;  268435456
         double; 4972.92120; 1894.44617;    1.13357;   5637144576;   2147483648;         1;         8;       10;  268435456
